Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
omega_79301	-103.995758	-108.645676	7.757987	-3.108067	0.000000	0.000000	C=CCn1c(=O)c2c3c(sc2nc1SCc4cccc5c4cccc5)CCCC3
omega_187699	-103.994926	-91.088417	13.975840	-12.719125	-14.163221	0.000000	c1cc2c(cc1C(=O)CSc3nc[nH]n3)OCCO2
omega_96401	-103.994453	-107.292480	5.319098	-2.021075	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)S(=O)(=O)c3cc(ccc3Cl)Cl
omega_88308	-103.985741	-107.154167	3.234937	-0.066500	0.000000	0.000000	Cc1ccc2c(c1)c(c(c(n2)c3ccccc3)C)C(=O)OCC(=O)c4ccc(cc4)Br
omega_67247	-103.974030	-109.799103	7.669987	-1.844913	0.000000	0.000000	c1ccc(cc1)CN2CCc3c2nc4ccccc4c3NC(=O)C56CC7CC(C5)CC(C7)C6
omega_91617	-103.958733	-110.312134	12.625039	-6.271651	0.000000	0.000000	c1ccc2c(c1)cc3ccccc3c2C=NNC(=O)Cn4c5ccccc5nn4
omega_63969	-103.957001	-101.495354	11.635910	-14.055108	-0.042454	0.000000	Cc1cccc(c1C)NC(=O)CSc2nnc(n2C)c3ccccc3Br
omega_103491	-103.954033	-103.562965	14.215317	-5.366587	-9.239799	0.000000	Cc1c(c(=O)[nH]c(n1)Sc2c(c3ccc(cc3nc2O)Cl)c4ccccc4)CC=C
omega_114779	-103.953690	-111.823036	13.104516	-5.235167	0.000000	0.000000	CCOC(=O)c1c(c(c(s1)NC(=O)c2c(cn(n2)C34CC5CC(C3)CC(C5)C4)[N+](=O)[O-])C(=O)OC)C
omega_114507	-103.948784	-102.368767	7.119153	-8.699163	0.000000	0.000000	C1CCc2c(c(c(s2)NC(=O)CC34CC5CC(C3)CC(C5)C4)C#N)C1
omega_183855	-103.945229	-103.850693	7.156768	-6.472283	-0.779020	0.000000	COc1ccccc1C=CC(=O)c2cc(cc(c(=O)c2O)Br)Br
omega_5314	-103.945145	-101.949066	4.117045	-6.113127	0.000000	0.000000	COc1ccccc1C=C2CCC(=Cc3ccccc3OC)C2=O
omega_15123	-103.938423	-103.146957	2.701556	-3.493021	0.000000	0.000000	C=CCn1c(=O)c2c(csc2nc1SCC(=O)c3ccc4ccccc4c3)c5cccs5
omega_97320	-103.938210	-106.788261	5.054051	-2.203997	0.000000	0.000000	CC(C)(C)c1ccc(cc1)C2=NC(=Cc3ccccc3OCc4ccccc4F)C(=O)O2
omega_31384	-103.932129	-101.135696	10.909760	-13.706189	0.000000	0.000000	c1ccc2c(c1)CCCN2C(=O)c3cc4nc(cc(n4n3)C(F)(F)F)c5cccs5
omega_5958	-103.926888	-112.790108	15.955072	-7.091854	0.000000	0.000000	c1ccc2c(c1)cccc2C(=O)NN=Cc3c4c(cc(c3O)[N+](=O)[O-])oc5c4CCCC5
omega_37677	-103.921463	-102.281578	7.779309	-7.024448	-2.394747	0.000000	c1ccc2c(c1)ccc(c2C=Nc3cccc(c3)c4cc5ccccc5oc4=O)O
omega_25613	-103.920860	-100.742683	9.014042	-12.192212	0.000000	0.000000	c1c2c(c(sc2nc3c1N4CCC3CC4)C(=O)C56CC7CC(C5)CC(C7)C6)N
omega_62526	-103.916473	-105.872307	3.501819	-1.545977	0.000000	0.000000	c1ccc2c(c1)cccc2OC(=O)c3cc(nc4c3cccc4)c5ccc(cc5)Cl
omega_180111	-103.913574	-100.148285	8.856755	-12.622044	0.000000	0.000000	c1ccc2c(c1)ccc(n2)C(=O)OCC(=O)c3ccc(cc3)F
omega_42219	-103.912529	-109.073120	13.252569	-6.841081	-1.250895	0.000000	CCCCCSc1nc2c(n1CCCc3ccccc3)c(=O)[nH]c(=O)n2C
omega_108019	-103.905136	-106.188896	7.693713	-5.409949	0.000000	0.000000	Cc1cccc(c1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccc(cc5)Cl
omega_154961	-103.890274	-99.301933	13.875922	-9.906141	-8.558123	0.000000	CN1C(=O)C(=Cc2ccc(c(c2)O)OC)SC1=Nc3cccc(c3)C(=O)O
omega_77300	-103.871925	-99.891411	2.216631	-6.197142	0.000000	0.000000	c1ccc2c(c1)cccc2C=C3CCCc4ccccc4C3=O
omega_189077	-103.867432	-109.379982	9.413437	-3.900889	0.000000	0.000000	c1ccc(cc1)C2(CCN(CC2)S(=O)(=O)c3ccccc3)C(=O)Nc4ccc(cc4)Cl
omega_95498	-103.866837	-107.971008	8.954502	-4.850332	0.000000	0.000000	c1ccc2c(c1)CCN(C2)C(=O)c3cc4nc(cc(n4n3)C(F)(F)F)c5ccc(cc5)Br
omega_179863	-103.852013	-96.481392	8.866482	-16.237089	0.000000	0.000000	c1ccc2c(c1)ccc(n2)C(=O)OCC(=O)c3ccc(cc3)Cl
omega_118475	-103.846710	-110.588455	9.849504	-3.107757	0.000000	0.000000	c1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)N4CCN(CC4)C56CC7CC(C5)CC(C7)C6
omega_15950	-103.841034	-105.588066	16.327221	-6.911521	-7.668671	0.000000	c1cc(ccc1C=C2C(=O)N(C(=O)S2)CCC(=O)Nc3ccc(cc3)C(=O)O)Cl
omega_91542	-103.833511	-104.696480	5.754205	-4.891239	0.000000	0.000000	CCN(CC)c1ccc(c(c1)OCC=C)C=Nc2c(c3c(s2)CCCC3)C#N
omega_165198	-103.829422	-104.220963	14.240190	-5.520752	-8.327901	0.000000	CN1C(=O)C(=Cc2ccc(o2)c3ccc(c(c3)C(=O)O)Cl)SC1=Nc4ccc(cc4)OC
omega_88198	-103.826981	-107.633133	5.318747	-1.512586	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)OCC(=O)c4ccc(cc4)C
omega_113705	-103.788506	-100.955269	4.670216	-7.503448	0.000000	0.000000	Cc1cccc(c1)c2cc(c3cc(ccc3n2)Br)C(=O)N4CCN(CC4)c5ccccc5
omega_15191	-103.782074	-104.679565	10.104947	-9.206633	-0.000825	0.000000	c1ccc(c(c1)CNC(=S)NC(=O)C23CC4CC(C2)CC(C4)C3)Cl
omega_168421	-103.781425	-101.970314	4.123606	-5.934717	0.000000	0.000000	c1ccc(cc1)C2=NC(=Cc3cc(ccc3OCc4ccc(cc4)F)Br)C(=O)O2
omega_81966	-103.777191	-102.791046	7.757285	-8.743427	0.000000	0.000000	Cc1ccc(cc1)C(=O)c2cn(nc2C(=O)C)c3cccc(c3)Br
omega_31196	-103.766670	-99.162506	10.979809	-15.583977	0.000000	0.000000	c1ccc-2c(c1)CCc3c2nc4cc(nn4c3C(F)(F)F)C(=O)N5CCCCCC5
omega_58117	-103.762177	-109.748001	9.481444	-3.495616	0.000000	0.000000	Cc1ccc(cc1)S(=O)(=O)Oc2ccc(cc2)C(=S)N3CCOCC3
omega_89333	-103.744064	-108.258026	7.630423	-3.116458	0.000000	0.000000	Cc1c(c2ccccc2nc1c3ccccc3)C(=O)OCc4ccc(cc4)C(=O)OC
omega_99380	-103.743713	-106.679016	7.936041	-5.000743	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3cc(nc4c3cccc4)c5ccc(cc5C)C
omega_180233	-103.743568	-105.473282	3.293906	-1.564200	0.000000	0.000000	Cc1ccc(cc1C)N2CCN(CC2)C(=O)C34CC5CC(C3)CC(C5)C4
omega_82614	-103.741684	-104.300026	4.484462	-3.926118	0.000000	0.000000	Cc1ccc(cc1)C(=O)CSc2c(c(cc(n2)c3ccc(cc3)F)c4ccccc4)C#N
omega_93579	-103.741669	-102.917099	6.933618	-7.758189	0.000000	0.000000	Cc1ccc(s1)c2cc(c3ccccc3n2)C(=O)N4CCC(CC4)Cc5ccccc5
omega_89617	-103.735039	-106.793533	4.463049	-1.404556	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3ccc(c(c3n2)C)Cl)C(=O)OCC(=O)c4ccc(cc4)C
omega_88366	-103.724648	-108.131233	4.406592	0.000000	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)C)C(=O)OCC(=O)c4ccc(c(c4)C)C
omega_81913	-103.723824	-104.987358	9.493052	-8.229513	0.000000	0.000000	CCOC(=O)c1c(cn(n1)c2cccc(c2)Cl)C(=O)c3nc4ccccc4s3
omega_79355	-103.720200	-113.671371	10.754438	-0.803261	0.000000	0.000000	CC1(Cc2c(sc3c2c(=O)n(c4n3c(nn4)SCc5cccc6c5cccc6)c7ccc(cc7)OC)CO1)C
omega_71921	-103.716042	-99.649834	6.649896	-10.716106	0.000000	0.000000	CCn1c(nnc1SCc2ccc(cc2Cl)Cl)Cc3ccccc3
omega_16496	-103.708000	-107.735817	12.144379	-8.116561	0.000000	0.000000	Cc1cc(ccc1OC)c2c(cn(n2)c3ccccc3)C=C4C(=O)N=C(S4)N5CCOCC5
omega_65723	-103.706680	-103.529152	7.360663	-7.538190	0.000000	0.000000	c1ccc(cc1)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5ccc(cc5)F
omega_31148	-103.704361	-109.992981	10.916159	-4.627539	0.000000	0.000000	c1cc(oc1)c2cc(n3c(n2)c(cn3)C(=O)Nc4c(c5c(s4)CCCC5)C#N)C(F)(F)F
omega_89332	-103.700783	-105.288528	4.108662	-2.520921	0.000000	0.000000	Cc1c(c2ccccc2nc1c3ccccc3)C(=O)OCC(=O)c4ccc5ccccc5c4
omega_82254	-103.692696	-104.085899	7.636732	-7.243514	0.000000	0.000000	c1ccc(cc1)n2cc(cn2)c3c4cc(ccc4oc3C(=O)c5ccc(cc5)Cl)Cl
omega_195257	-103.669838	-108.633163	9.030380	-4.067054	0.000000	0.000000	Cc1ccc(cc1)S(=O)(=O)N(c2ccc3c(c2)c4c(o3)CCCC4)C(=O)c5ccc(cc5)Cl
omega_24494	-103.665169	-107.271973	6.433159	-2.826349	0.000000	0.000000	CC1(CC(=NNC(=O)c2cccc(c2)[N+](=O)[O-])CC(N1S(=O)(=O)c3ccc(cc3)C(C)(C)C)(C)C)C
omega_87116	-103.656235	-104.728912	4.046213	-2.973534	0.000000	0.000000	c1cc(ccc1C2CCCCC2)S(=O)(=O)N3CCN(CC3)c4ccc(cc4)F
omega_31395	-103.638611	-99.585648	12.757902	-16.810860	0.000000	0.000000	c1cc(ccc1c2cc(n3c(n2)cc(n3)C(=O)NC4CCCCC4)C(F)(F)F)F
omega_98516	-103.635323	-108.152489	9.027472	-4.510312	0.000000	0.000000	Cc1ccc(c(c1)C)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCC5)C#N
omega_89629	-103.631393	-105.485451	4.115996	-2.261940	0.000000	0.000000	Cc1ccc(cc1)C(=O)COC(=O)c2cc(nc3c2ccc(c3C)Cl)c4ccccc4
omega_189752	-103.630692	-107.052780	7.715762	-4.293664	0.000000	0.000000	Cc1ccc(c(c1)C)OCCCC(=O)Nc2ccc(cc2C(=O)c3ccccc3)Cl
omega_97777	-103.623993	-110.625214	11.000240	-3.585505	-0.413504	0.000000	c1ccc(cc1)C(CC(=O)Nc2ccc3c(c2)OCCO3)c4ccccc4
omega_139878	-103.604919	-109.737946	9.471577	-2.785372	-0.553186	0.000000	c1ccc(c(c1)NC(=O)CN2c3cccc4c3c(ccc4)S2(=O)=O)F
omega_47039	-103.589516	-104.229729	5.544685	-4.904476	0.000000	0.000000	c1ccc(c(c1)COc2ccccc2C=C3C(=O)OC(=N3)c4ccccc4F)Cl
omega_88656	-103.554680	-107.196526	5.254540	-1.612695	0.000000	0.000000	Cc1ccc(cc1)c2cc(c3cccc(c3n2)Cl)C(=O)OCC(=O)c4ccc(cc4)F
omega_113266	-103.545883	-109.972946	9.279858	-2.852800	0.000000	0.000000	Cc1c(c2ccccc2nc1c3cccc(c3)Cl)C(=O)Nc4c(c5c(s4)CCCCCC5)C(=O)OC
omega_68963	-103.544189	-103.141838	4.770617	-5.172966	0.000000	0.000000	COc1ccc(c(c1)OC)C2=CC(=Cc3cccc4c3cccc4)C(=O)O2
omega_108005	-103.537231	-108.958336	10.792364	-5.371268	0.000000	0.000000	Cc1ccc(c(c1)C)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCCC5)C#N
omega_176990	-103.533836	-109.324455	15.684708	-7.779762	-2.114318	0.000000	c1ccc(cc1)c2ccc(cc2)S(=O)(=O)Nc3ccc(cc3c4nc5ccc(cc5c(=O)o4)Cl)Cl
omega_103320	-103.526703	-107.020905	9.418633	-5.924433	0.000000	0.000000	Cc1ccc(c(c1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCCC5)C#N)C
omega_78838	-103.514915	-101.638603	6.525355	-6.925548	-1.476124	0.000000	Cc1ccc(cc1C)NCC(=O)n2c3ccccc3c4c2cccc4
omega_63463	-103.514275	-104.802200	12.637242	-10.920660	-0.428658	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=O)Nc5ccccc5)CCCC4
omega_93358	-103.511604	-105.708443	8.672233	-6.475388	0.000000	0.000000	CCOc1ccccc1N2CCN(CC2)C(=O)c3ccc4c(c3)OCO4
omega_181778	-103.506531	-104.113701	6.183394	-5.576225	0.000000	0.000000	c1ccc(cc1)C(=O)COC(=O)c2cccc-3c2C(=O)c4c3cccc4
omega_14645	-103.504997	-100.124596	8.383998	-11.764403	0.000000	0.000000	Cc1c(c2c(s1)ncnc2Sc3ccc4ccccc4c3)c5ccccc5
omega_48743	-103.503227	-100.884155	5.182265	-7.801326	0.000000	0.000000	CC1=CC(N(c2c1cc(cc2)OC(=O)C=Cc3ccccc3)C(=O)C=Cc4ccccc4)(C)C
omega_186820	-103.494637	-107.920647	4.426017	0.000000	0.000000	0.000000	c1cc2cccc3c2c(c1)C(=Nc4ccc(cc4)Br)C3=Nc5ccc(cc5)Br
omega_115157	-103.473412	-110.255699	7.748125	-0.965847	0.000000	0.000000	c1cc(ccc1c2cc(n3c(n2)c(c(n3)C(=O)N4CCN(CC4)C56CC7CC(C5)CC(C7)C6)Cl)C(F)(F)F)Br
omega_196010	-103.471848	-106.486206	6.794281	-3.779919	0.000000	0.000000	CN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)NCCc4ccccc4
omega_2173	-103.464523	-104.060768	4.386216	-3.789967	0.000000	0.000000	CC1=C(C(=O)c2ccccc2C1=O)Sc3ccc4ccccc4c3
omega_188221	-103.463669	-113.161064	13.231894	-3.524424	-0.010079	0.000000	COc1ccc(cc1)CN(c2ccccc2O)C(=O)CN3C(=O)c4ccccc4S3(=O)=O
omega_102887	-103.457771	-104.400673	9.222469	-8.130067	-0.149499	0.000000	c1ccc2c(c1)cccc2N=c3n(c(cs3)c4cccc(c4)N5C(=O)c6ccccc6C5=O)CCCO
omega_155851	-103.448540	-103.800781	14.272655	-10.846992	-3.073425	0.000000	COc1cccc(c1)NC(=O)CSc2nc3c(c4c(s3)CCCC4)c(=O)n2c5ccc(cc5)F
omega_164014	-103.447571	-110.529930	9.295479	-2.213129	0.000000	0.000000	CCN(CC)C(=O)C1CCN(CC1)S(=O)(=O)c2cccc3c2C(=O)c4ccccc4C3=O
omega_85462	-103.440033	-103.897903	8.508202	-8.050322	0.000000	0.000000	c1ccc(cc1)c2ccc(cc2)C(=O)Cn3c4ccccc4nn3
omega_179793	-103.436546	-100.839516	6.649765	-9.246803	0.000000	0.000000	c1ccc2c(c1)cc(o2)C(=O)OCC(=O)c3ccc(cc3)Cl
omega_43562	-103.427711	-103.753693	5.862095	-5.536113	0.000000	0.000000	c1ccc2cc(ccc2c1)C=C3C(=O)OC(=N3)c4ccc(cc4Cl)[N+](=O)[O-]
omega_139740	-103.404640	-106.693054	5.135902	-1.847485	0.000000	0.000000	c1cc2c(cc(nc2c(c1)Cl)c3ccc(cc3)I)C(=O)OCC(=O)c4ccc(cc4)Br
omega_61352	-103.404625	-100.215607	11.655020	-14.830886	-0.013144	0.000000	CCn1c(nnc1SCC(=O)Nc2ccc(cc2)F)c3ccccc3Br
omega_55686	-103.397629	-113.068130	12.573661	-2.884720	-0.018441	0.000000	Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCOC(=O)CC34CC5CC(C3)CC(C5)C4
omega_195778	-103.384544	-98.614403	9.727427	-3.263519	-11.234051	0.000000	Cc1ccc(cc1C(=O)O)S(=O)(=O)N(C)Cc2ccccc2
omega_34409	-103.384438	-102.335396	6.296144	-7.345196	0.000000	0.000000	Cc1ccc2c(c1)c(c(o2)C(=O)Nc3cccc(c3)c4cc5ccccc5oc4=O)C
omega_63461	-103.378143	-105.832092	14.175727	-8.813461	-2.908321	0.000000	Cc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCC(=O)Nc5cccc(c5)C)CCCC4
omega_44957	-103.377197	-106.159485	7.398972	-4.616693	0.000000	0.000000	c1ccc(c(c1)C=c2c(=S)n3c4ccccc4nc3s2)OCc5ccc(cc5Cl)Cl
omega_42650	-103.367424	-102.738945	3.275181	-3.903660	0.000000	0.000000	c1ccc(cc1)c2c(nc([nH]2)c3cccc(c3)I)c4ccc(cc4)C(=O)c5ccccc5
omega_120842	-103.361938	-105.220268	7.008830	-5.150498	0.000000	0.000000	Cc1cccc(c1C)N2CCN(CC2)C(=O)c3cc4ccccc4oc3=O
omega_36352	-103.361000	-108.204147	6.690509	-1.847363	0.000000	0.000000	c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)N3CCN(CC3)S(=O)(=O)c4ccc(cc4)Cl
omega_157989	-103.337341	-100.839783	10.481893	-4.307576	-8.671878	0.000000	c1ccc2c(c1)N(c3ccccc3S2)C(=O)c4c(c5cc6c(nc5s4)CCCC6)N
omega_122526	-103.334442	-97.868271	10.813820	-16.279985	0.000000	0.000000	COc1ccc(cc1)c2ccc3c(c(sc3n2)C(=O)C45CC6CC(C4)CC(C6)C5)N
omega_165053	-103.330070	-100.782372	9.402431	-6.268620	-5.681504	0.000000	c1ccc-2c(c1)Cc3c2cc(cc3)C(=O)c4c(c5cc6c(nc5s4)CCCCC6)N
omega_185145	-103.327751	-103.314400	9.967135	-9.980488	0.000000	0.000000	Cc1cccc(c1)c2nnc3n2nc(s3)c4ccccc4C(F)(F)F
omega_139940	-103.323112	-101.925224	3.982573	-5.380459	0.000000	0.000000	CCc1ccc(cc1)C2=NC(=Cc3ccc4ccccc4c3)C(=O)O2
omega_145931	-103.306297	-101.956093	9.251625	-10.601825	0.000000	0.000000	c1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCCOc5ccccc5)CCCC4
omega_8417	-103.299850	-104.667267	5.594428	-4.227020	0.000000	0.000000	COc1ccc(cc1)C=CC(=O)c2c3ccccc3ccc2OC
omega_124809	-103.295822	-102.988304	6.549161	-6.856686	0.000000	0.000000	c1ccc(cc1)CC2C(C2(C#N)C#N)C(=O)C34CC5CC(C3)CC(C5)C4
omega_71944	-103.291466	-108.989510	6.642381	-0.944349	0.000000	0.000000	c1ccc(cc1)Cc2nnc(n2c3ccc(cc3)F)SCc4cccc5c4cccc5
omega_195950	-103.290466	-107.615242	5.820804	-1.496024	0.000000	0.000000	CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)Oc4ccccc4OC
omega_115225	-103.285828	-104.621567	6.775237	-5.439499	0.000000	0.000000	Cc1ccc(cc1C)c2cc(c3cc(ccc3n2)Br)C(=O)N4CCN(CC4)c5ccccc5F
omega_104050	-103.283012	-104.822067	6.647814	-5.108759	0.000000	0.000000	c1cc(ccc1C(=O)N2CCN(CC2)C3C4CC5CC(C4)CC3C5)F
omega_194901	-103.272713	-107.417931	7.384149	-3.238931	0.000000	0.000000	c1ccc2cc(ccc2c1)S(=O)(=O)Nc3cc4c5c(oc4c6c3cccc6)CCCC5
omega_24759	-103.248199	-101.908203	9.010588	-10.350584	0.000000	0.000000	CC(=O)c1ccc(cc1)N(CN2C(=O)c3ccc(cc3C2=O)Br)C(=O)C
omega_101250	-103.238724	-101.027626	6.370325	-8.581415	0.000000	0.000000	COc1cccc(c1)c2cc(n3c(n2)c(cn3)C(=O)N4CCN(CC4)c5ccc(cc5)F)C(F)(F)F
omega_105315	-103.235703	-105.635353	6.349860	-3.950215	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(s3)Cl)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F
omega_56838	-103.234032	-104.588417	9.822882	-8.468503	0.000000	0.000000	c1ccc2c(c1)C(=O)C(=Cc3ccc(cc3)Oc4ccc(cc4[N+](=O)[O-])[N+](=O)[O-])S2
omega_121462	-103.228539	-98.303566	3.324946	-8.249913	0.000000	0.000000	c1cc(ccc1N2CCN(CC2)C(=O)c3c(c(c(c(c3F)F)F)F)F)F
omega_27810	-103.224258	-104.489014	13.178429	-11.913671	0.000000	0.000000	COc1ccc2ccccc2c1C=NNc3nnnn3c4cccc5c4cccc5
omega_42738	-103.222557	-104.678703	6.980392	-5.524246	0.000000	0.000000	c1ccc(cc1)c2cc(n3c(n2)cc(n3)C(=O)N4CCN(CC4)c5ccccc5)c6ccccc6
omega_14735	-103.222527	-107.454002	8.154157	-3.922686	0.000000	0.000000	CC(C)C(=O)Oc1ccc2c(c1)occ(c2=O)Oc3ccc4ccccc4c3
omega_4744	-103.219238	-104.840881	5.538628	-3.916974	0.000000	0.000000	c1ccc(cc1)C(=NC(=O)C23CC4CC(C2)CC(C4)C3)c5ccccc5
omega_34762	-103.217072	-107.674980	5.752138	-1.294234	0.000000	0.000000	Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ccc(c4c3nccc4)[N+](=O)[O-]
omega_88362	-103.207619	-107.154091	5.370450	-1.423973	0.000000	0.000000	Cc1ccc(cc1)C(=O)COC(=O)c2cc(nc3c2cccc3C)c4ccc(cc4)Cl
omega_113263	-103.205070	-103.296349	11.272599	-2.955040	-8.226280	0.000000	Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)Cc3c[nH]c4c3cccc4
omega_49593	-103.197495	-103.685509	8.810895	-8.322882	0.000000	0.000000	Cc1ccc(cc1)c2cc(nc(c2C#N)SCC(=O)Nc3ccccc3C)c4ccccc4
omega_23606	-103.192551	-104.444542	5.831051	-4.579054	0.000000	0.000000	c1cc(c(c(c1)F)C(=O)N2CCN(CC2)c3cc(c(cc3[N+](=O)[O-])F)N4CCCCC4)F
omega_72852	-103.184883	-106.811447	8.180533	-4.553970	0.000000	0.000000	Cc1ccc(c(c1)OCC(=O)NC2C3CC4CC(C3)CC2C4)C(C)C
omega_133089	-103.181747	-108.949661	8.017678	-2.249762	0.000000	0.000000	c1ccc2cc(ccc2c1)OC(=O)COc3ccc(cc3)[N+](=O)[O-]
omega_196190	-103.180664	-107.267044	7.178564	-3.084906	-0.007275	0.000000	CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)Nc4ccc5ccccc5c4
omega_96553	-103.180084	-105.976440	8.853172	-6.056812	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(c(c3)Cl)Cl)C(=O)Nc4c(c5c(s4)CCCC5)C#N
omega_96899	-103.172104	-102.125618	4.835249	-5.881739	0.000000	0.000000	c1ccc2c(c1)c(cc(n2)c3ccc(s3)Cl)C(=O)N4CCN(CC4)c5cccc(c5)Cl
omega_143984	-103.170952	-100.820961	7.610361	-2.305338	-7.655004	0.000000	COc1ccc(cc1CNCCc2c[nH]c3c2cccc3)Cl
omega_198468	-103.165863	-103.301384	17.352039	-12.230844	-4.985676	0.000000	c1ccc(cc1)c2nc3ccccc3c4n2c(nn4)SCC(=O)Nc5ccc(cc5)Cl
omega_93810	-103.162476	-107.839417	8.200218	-3.523275	0.000000	0.000000	CCc1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4c(c5c(s4)CCCC5)C(=O)OC
omega_108294	-103.162285	-104.136665	7.461310	-6.486929	0.000000	0.000000	c1ccc2c(c1)cc(oc2=O)C(=O)N3CCN(CC3)c4ccc(cc4)F
omega_55416	-103.149139	-100.899918	15.799850	-18.049076	0.000000	0.000000	c1ccc(cc1)c2cc(n3c(n2)nc(n3)C(=O)NC4CCCCC4)C(F)(F)F
omega_112185	-103.141251	-111.164993	12.416796	-4.393050	0.000000	0.000000	COC(=O)c1ccccc1NC(=O)c2c(cn(n2)C34CC5CC(C3)CC(C5)C4)[N+](=O)[O-]
omega_141526	-103.140526	-104.032051	5.055587	-4.164052	0.000000	0.000000	c1ccc2c(c1)cccc2CC(=O)Nc3ccc(cc3)C(F)(F)F
omega_176742	-103.135666	-104.535583	9.652001	-8.252072	0.000000	0.000000	COc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCc5ccccc5)-c6ccccc6CC4
omega_161695	-103.132668	-104.876610	9.036493	-7.292551	0.000000	0.000000	CCN1C(=O)C(=Cc2cc(ccc2O)Cl)SC1=Nc3ccc(cc3)OCC
omega_59885	-103.132149	-102.682251	12.354744	-9.141109	-3.663538	0.000000	CCOc1cccc(c1O)C=Nc2ccc(c(c2)c3nc4cc(ccc4o3)C)O
omega_13490	-103.117142	-99.349953	11.388581	-15.155771	0.000000	0.000000	c1cc(cc2c1ccc(=O)o2)Oc3c4c5c(sc4ncn3)CCCCC5
omega_101713	-103.116982	-106.876656	6.534859	-2.775199	0.000000	0.000000	Cc1ccc(cc1C)c2cc(c3ccccc3n2)C(=O)N4CCN(CC4)c5cccc(c5)C(F)(F)F
omega_16283	-103.111237	-102.114166	8.343378	-9.340445	0.000000	0.000000	c1ccc2c(c1)ccc3c2c(co3)CC(=O)Nc4ccccc4Cl
omega_187245	-103.104622	-97.426048	9.859570	-15.538145	0.000000	0.000000	c1ccc(cc1)N(c2ccccc2)C(=O)CSc3nnc(o3)c4ccc(cc4)Br
omega_163914	-103.091866	-102.782501	10.038986	-7.102419	-3.245935	0.000000	c1cc(ccc1NC(=O)CC23CC4CC(C2)CC(C4)C3)OCC(=O)N
omega_156143	-103.086678	-105.284584	8.516817	-6.318906	0.000000	0.000000	CN(CC(=O)N1CCN(CC1)c2ccccc2OC)S(=O)(=O)c3ccc(cc3)F
omega_44947	-103.074142	-102.827301	5.280651	-5.527489	0.000000	0.000000	COc1ccc(cc1)C=CC(=O)n2c3ccccc3c4c2cccc4
omega_134329	-103.074059	-103.367577	9.536036	-9.242522	0.000000	0.000000	c1ccc2c(c1)cccc2CC(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCC4
omega_31459	-103.070816	-99.769791	12.270843	-15.571864	0.000000	0.000000	CN1CCN(CC1)C(=O)c2cc3nc-4c(c(n3n2)C(F)(F)F)CCc5c4cccc5
omega_13696	-103.068665	-103.753067	20.027920	-10.222244	-9.121271	0.000000	c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)Nc3c(cc(cc3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
omega_123659	-103.055847	-109.690475	12.344573	-5.709114	-0.000830	0.000000	COc1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)c4ccc5c(c4)OCO5)N)C(F)(F)F
omega_155884	-103.055359	-100.668823	7.736716	-10.123256	0.000000	0.000000	CCc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCCc5ccccc5)CCCC4
omega_168933	-103.041245	-102.144119	9.781215	-10.678343	0.000000	0.000000	CCOc1ccc(cc1)n2c(=O)c3c4c(sc3nc2SCc5ccccc5)CCCC4
omega_26165	-103.031570	-102.948799	4.391164	-4.473937	0.000000	0.000000	Cc1ccc(cc1C)OC(=O)c2ccc3c(c2)-c4ccccc4C3=O
omega_31653	-103.030487	-104.156952	5.753553	-4.627089	0.000000	0.000000	c1cc(cc(c1)F)C(=O)NC(C(F)(F)F)(C(F)(F)F)Nc2c(c3c(s2)CCCC3)C#N
